Title,Keywords
Microfluidic temperature behavior in a multi-material 3D printed chip,Cadmium telluride; Chip scale packages; D region; Fluidic devices; Fluorescence; II-VI semiconductors; Iterative methods; Microfluidics; Nanosystems; Semiconductor quantum dots; Temperature control; Temperature measurement; Temperature sensors; Thermal management (electronics); Thermometers; CdTe quantum dots; Fabrication technique; Iterative process; Micro-fluidic devices; Non contact temperatures; Temperature behavior; Temperature sensing; Temperature sensitive; 3D printers
Takeoff and performance trade-offs of retrofit distributed electric propulsion for urban transport,Aerospace applications; Economic and social effects; Electric propulsion; Laminated composites; Lattice theory; Retrofitting; Urban transportation; Vortex flow; Blade-element momentum methods; Classical laminate theory; Composite failure; Conceptual study; Gradient-based optimization; Motor controllers; Performance trade-off; Vortex lattice method; VTOL/STOL aircraft
Identifying mode shapes of turbo-machinery blades using principal component analysis and support vector machines,Automation; Classification (of information); Computer vision; Image processing; Learning systems; Machinery; Structural analysis; Structural dynamics; Structural health monitoring; Support vector machines; Automated process; Compressor blades; Engineering design; Finite element solver; Gray-scale images; Mode shapes; Orthogonal axes; Principal axes; Principal component analysis
New uses of instagram in design history education,Curricula; Product design; Alassroom archive; Design knowledge; Instagram search; Instagram student presentations; Personal growth; Presentation tools; Search process; Social media; Students
Exploring play interventions in design education,Behavioral research; Product design; Surveys; Class rooms; Classroom environment; Creativity pedagogy; Emotional wellbeing; Learning experiences; Psychological well-being; Student learning; Student perceptions; Students
"Exploring the moral differences, between industrial design, engineering and entrepreneurship students",Communication; Friction; Students; Surveys; Design Education; Interdisciplinary education; Interdisciplinary teams; Pilot studies; Team members; Product design
Progress on static structures for leaky mode waveguides,Field of views; Leaky modes; Multi-ordering; Static structures; Test rigs
Polarization-resolved single-photon measurements of nonlinear Thomson scattering,Light scattering; Photons; Polarization; Electron dynamics; High intensity; Low density; Measurements of; Nonlinear Thomson scattering; Single photon detection; Single photons; Particle beams
The personification of big data,Big data; Sales; User centered design; Customer information; Demographic data; Design method; Microdata; National level; Persona; Persona Generator; Product designers; Population statistics
Cooperating in long-term relationships with time-varying structure,Multi agent systems; Stochastic models; Stochastic systems; Action sets; Extended interaction; Learning in games; Long-term relationships; Repeated games; Stochastic game; Time-varying structure; Trigger strategies; Autonomous agents
Modeling pressurized dense phase coal fluidization and transport,Carbon dioxide; Coal; Coal deposits; Flow rate; Fluidization; Fluidized beds; Hoppers; Models; Coal particles; Dense Phase; Design concept; Gravitational forces; Horizontal pipes; Model results; Transport; Virtual reactors; Coal transportation
A usability study of five two-factor authentication methods,Authentication; Hardware security; Mobile telecommunication systems; Hardware tokens; Laboratory studies; One time passwords; Qualitative data; Two factor authentication; Usability research; Usability studies; Usability testing; Usability engineering
Improving photophoretic trap volumetric displays [Invited],Antennas; 3D imaging; Optical trap; Volumetric display; Three dimensional displays
Designing emergent swarm behaviors using behavior trees and grammatical evolution,Combinatorial optimization; Computational grammars; Forestry; Multi agent systems; Agent behavior; Behavior trees; Bootstrapping method; Credit assignment problems; Fitness functions; Grammatical evolution; Swarm behavior; Swarms; Autonomous agents
"Is that you, Alice? A usability study of the authentication ceremony of secure messaging applications",Cryptography; Facebook; Manual operations; Potential threats; Second phase; Threat models; Two phase; Usability studies; User feedback; Authentication
Analyzing the safety impacts of raised medians,Civil engineering; Transportation; AC analysis; Access category; Crash severity; Hierarchical bayesian; Modification factors; Safety impact; Vehicle-miles traveled; Accidents
Action needed! Helping users find and complete the authentication ceremony in signal,Cryptography; Encryption key; Risk communication; User study; User training; Authentication
When is a tree really a truck? Exploring mental models of encryption,Access control; Cognitive systems; Driving forces; Functional abstractions; Mental model; Personal use; Semi-structured; Service provider; Symmetric encryption; User perceptions; Cryptography
Frequency response of the leap motion controller and its suitability for measuring tremor,Bandwidth; Controllers; Motion control; Clinical settings; Dynamic accuracies; High resolution; Leap motions; Limited bandwidth; Markerless motion capture; Movement disorders; Tremor; Frequency response; Article; bandwidth; data processing; inverse filter; leap motion controller; oscillation; priority journal; tremor; biomechanics; movement (physiology); pathophysiology; tremor; Biomechanical Phenomena; Movement; Tremor
DFT-based frequency offset estimators for 16-APSK,Bit error rate; Errors; Frequency allocation; Radio transmission; DFT-based; Dichotomous searches; Digital modulations; Error variance; Frequency offset estimators; Frequency offsets; Phase information; PSK signals; Frequency estimation
Doppler power spectra from vehicle-to-everything propagation experiments,Power spectrum; Vehicle to infrastructure; Doppler; Power-spectra; Vehicle to infrastructure (V2I); Vehicle to vehicles; Vehicles
Analysis of inertial measurement data from a model rocket payload,Software testing; Telemetering equipment; Acceleration data; Acceleration vectors; Circuit boards; Educational experiences; Ground stations; Inertial measurements; Inertial motions; Simple modeling; Rockets
On carrier frequency and phase synchronization for coded 16-APSK in aeronautical mobile telemetry,Frequency allocation; Frequency estimation; Locks (fasteners); Phase locked loops; Synchronization; Telemetering equipment; Carrier frequency; Feedback approach; Frequency offsets; Ideal performance; Minimum value; Phase lock loop (PLL); Phase synchronization; Uncoded system; Signal to noise ratio
Polarization diversity and equalization of frequency selective channels in telemetry environment for 16APSK,Antennas; Telemetering equipment; Aeronautical telemetry; Antenna feeds; Co-phasing; Current practices; Frequency selective channel; Ground-based stations; Optimal combination; Polarization diversity; Equalizers
Characterization and validation of in situ void formation during resin infusion,Epoxy resins; Morphology; Optimization; Reinforcement; Carbon reinforcements; Cross-section micrographs; Defect characterization; Experimental methodology; Resin infusion; Void distributions; Void formation; Photography
Characteristics of self-deployment in origami-based systems,Compliant mechanisms; Design; Strain energy; Taxonomies; Deployment process; Design spaces; Energy mechanisms; Mechanical systems; Minimally invasive surgical; Self actuation; Self-deployment; SPACE system; Mechanisms
Deployable euler spiral connectors (DESCs),Design; Proof of concept; Graphic methods
Cylindrical developable mechanisms for minimally invasive surgical instruments,Design; Surgical equipment; Kinematic mechanism; Minimally invasive surgical; Potential function; Surgical devices; Surgery
Factors leading to sustainable social impact on the affected communities of engineering service learning projects,Product design; Project management; Teaching; Best practices; Developing nations; Engineering program; Engineering service; Impact assessments; Project outcomes; Service learning; Service learning project; Engineering education
