TitleID,Authors,Title,Source title,Proceeding,Volume,Paper Area,Type,Conference Type,Paper Type,Approval,Chair_or_Editor1,Chair_or_Editor2
173,"Hamilton E.S., Wright J.G., Ganjalizadeh V., Schmidt H., Hawkins A.R.",Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,"ASEE Annual Conference and Exposition, Conference Proceedings",101,,Biosensors; Diagnosis; Focusing; Hydrodynamics; Bio photonics; Detection capability; Detection enhancement; Hydrodynamic focusing; Liquid core waveguide; Low concentrations; Opto-fluidics; Optofluidic sensors; Photonics; Natural language processing,Conference,Workshop,Short Paper,Yes,Chair 7,Chair 8
174,"Roundtree K.A., Goodrich M.A., Adams J.A.",Transparency: Transitioning From Human–Machine Systems to Human-Swarm Systems,Proceedings of the International Telemetering Conference,13,,Human computer interaction; Robotics; Swarm intelligence; Transparency; Emergent behaviors; Machine systems; Real-world; Swarm robotic systems; Swarm systems; Transparency criteria; Human robot interaction; article; human; machine; monitoring; robotics,Conference,Regular Conference,Poster,Yes,Chair 9,Chair 10
175,"Swindlehurst E., Jensen H., Petrie A., Song Y., Kuan Y.-C., Chang M.-C.F., Wu J.-T., Chiang S.-H.W.",An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch_1,Geotechnical Special Publication,,2,Bootstrapped switches; Bottom plate; Comb structure; Dual path; Nonlinear capacitance; Parasitic capacitance; State of the art; Time-interleaved; Capacitance; Machine learning,Journal,,Full Paper,Yes,Editor 7,Editor 8
176,"Oliveira P.M., Hedengren J.D.",An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,Optics InfoBase Conference Papers,2019-September,,Biomedical engineering; Control engineering; Controllers; Factory automation; Feedback control; Proportional control systems; Teaching; Temperature control; Three term control systems; Arduino; Control experiments; Controller designs; Industrial process control; Real systems; Teaching and learning; Teaching/learning; Undergraduate students; Students; Databases,Conference,Symposium,Poster,Yes,Chair 3,Chair 4
177,"Swindlehurst E., Jensen H., Petrie A., Song Y., Kuan Y.-C., Chang M.-C.F., Wu J.-T., Chiang S.-H.W.",An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch_2,Proceedings of SPIE - The International Society for Optical Engineering,,,Bootstrapped switches; Bottom plate; Comb structure; Nonlinear capacitance; Parasitic capacitance; SAR ADC; State of the art; Time-interleaved; Capacitance,Conference,Expert Group,Poster,No,Chair 5,Chair 6
178,"Chen Y.-F., Lin C.-S., Hong C.-F., Lee D.-J., Sun C., Lin H.-H.",Design of a Clinical Decision Support System for Predicting Erectile Dysfunction in Men Using NHIRD Dataset,International Journal of Heat and Mass Transfer,,23,"Artificial intelligence; Cardiology; Clinical research; Database systems; Diseases; Epidemiology; Forecasting; Genetic algorithms; Health insurance; Heart; Medical problems; Sleep research; Support vector machines; Clinical decision support systems; Erectile dysfunction; Hypertension; Indexes; Research database; Sleep apnea; Decision support systems; adult; aged; Article; chronic kidney failure; clinical decision support system; cohort analysis; computer prediction; congestive heart failure; controlled study; depression; diabetes mellitus; diagnostic accuracy; diagnostic test accuracy study; erectile dysfunction; follow up; genetic algorithm; gout; human; hypertension; incidence; information retrieval; ischemic heart disease; jackknife test; major clinical study; male; mathematical model; middle aged; pathophysiology; predictive value; prevalence; receiver operating characteristic; sensitivity and specificity; sexual behavior; sleep disorder; support vector machine; training; algorithm; erectile dysfunction; factual database; young adult; Adult; Aged; Algorithms; Databases, Factual; Decision Support Systems, Clinical; Erectile Dysfunction; Humans; Male; Middle Aged; Support Vector Machine; Young Adult",Journal,,Short Paper,Yes,Editor 5,Editor 6
179,"Miao X., Zhao W., Li X., Yang X.",Structure descriptor based on just noticeable difference for texture image classification,Proceedings of the International Telemetering Conference,58,,Image classification; Pixels; Textures; Absolute difference; Just-noticeable difference; Local binary patterns; Local neighborhoods; Nearest neighborhood; Non-uniform patterns; Structure information; Texture classification; Image texture; article; classifier; histogram; neighborhood; noise; rotation,Conference,Regular Conference,Poster,Yes,Chair 9,Chair 10
180,"Hu R., Liu C., Xuan J., Xu Y., Li T., Liu B.-F., Li Y., Yang Y.",3D hydrodynamic flow focusing-based micromixer enables high-resolution imaging for studying the early folding kinetics of G-quadruplex,"ASEE Annual Conference and Exposition, Conference Proceedings",293,,Focusing; Hydrodynamics; Kinetic energy; Kinetics; Sodium chloride; Folding kinetics; G-quadruplexes; Hydrodynamic flows; Micro mixers; Three dimensional focusing; Mixers (machinery); Databases,Conference,Workshop,Poster,Yes,Chair 7,Chair 8
181,"Zhang Y., Huang B., Mardkhe M.K., Woodfield B.F.",Thermal and hydrothermal stability of pure and silica-doped mesoporous aluminas,Proceedings of the ASME Design Engineering Technical Conference,284,,Alumina; Atmospheric temperature; Calcination; Catalysis; Phase transitions; Pore size; Pore structure; Silica; Stability; Thermodynamic stability; Catalytic reactions; Dopant concentrations; Doped alumina; Mesoporous alumina; Structural feature; Structure evolution; Thermal and hydrothermal stability; Thermal calcination; Aluminum oxide; Machine learning,Conference,Regular Conference,Poster,Yes,Chair 1,Chair 2
182,"Ziaee M., Crane N.B.","Binder jetting: A review of process, materials, and methods",Optics InfoBase Conference Papers,28,,Deposition; Electromagnetic wave emission; Materials; Powder metals; Processing; Sintering; Wetting; Binding agent; High production rate; Manufacturing techniques; Post processing; Postprocessing methods; Powder deposition; Review of technologies; Two-dimensional patterns; Binders; Natural language processing,Conference,Symposium,Short Paper,Yes,Chair 3,Chair 4
183,"Corie T.H., Charles S.K.",Simulated Tremor Propagation in the Upper Limb: From Muscle Activity to Joint Displacement,"ASEE Annual Conference and Exposition, Conference Proceedings",141,,Degrees of freedom (mechanics); Joints (anatomy); Muscle; Noninvasive medical procedures; Fundamental principles; Mechanical impedances; Musculoskeletal dynamics; Musculoskeletal geometry; Non-invasive treatment; Superficial muscles; Suppression devices; Uniform distribution; Diseases; abduction; adduction; arm muscle; Article; biomechanics; body position; daily life activity; dislocation; electromyography; essential tremor; excitation contraction coupling; human; impedance; muscle contraction; muscle excitation; muscle strength; nonlinear system; Parkinson disease; simulation; torque; tremor; upper limb; viscoelasticity,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
184,"Zhang D., Raven L.A., Lee D.-J., Yu M., Desai A.",Hardware friendly robust synthetic basis feature descriptor,"ASEE Annual Conference and Exposition, Conference Proceedings",8,,Databases,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
185,"Mayoral J.M., Franke K.W., Hutchinson T.","The September 19, 2017 Mw 7.1 Puebla-Mexico city earthquake: Important findings from the field – Overview of Special Edition",IEEE Transactions on Antennas and Propagation,,123,Buildings; Earthquakes; Geotechnical engineering; Piles; Seismic response; Soil structure interactions; Soils; Structural design; Building damage; Engineering reconnaissance; Foundation deformation; Foundation performance; Site response; Soil-Structure Interaction effects; Structural resonance; Surrounding regions; Earthquake engineering; building; damage; deformation; earthquake event; foundation; mapping; seismic response; strong motion; structural response; Mexico [North America]; Morelos; Puebla [Mexico]; Puebla [Puebla (STT)]; Databases,Journal,,Short Paper,Yes,Editor 1,Editor 2
186,"Harrison W.K., Fernandes T., Gomes M.A.C., Vilela J.P.",Generating a Binary Symmetric Channel for Wiretap Codes,IEEE Transactions on Nuclear Science,,14,Channel coding; Concatenated codes; Decoding; Encoding (symbols); Gaussian distribution; Network layers; Receivers (containers); Reliability; Signal encoding; Signal receivers; Binary symmetric channel; Information- theoretic securities; Kullback Leibler divergence; Physical layer security; practical secrecy coding; Security; Security and reliabilities; Wire-tap channels; Signal to noise ratio,Journal,,Demo Paper,Yes,Editor 3,Editor 4
187,"Wang T., Sidhar H., Mishra R.S., Hovanski Y., Upadhyay P., Carlson B.",Evaluation of intermetallic compound layer at aluminum/steel interface joined by friction stir scribe technology,IEEE Transactions on Nuclear Science,,174,Binary alloys; Friction; Friction stir welding; Intermetallics; Iron alloys; Kinetics; Research laboratories; Soldered joints; Strain rate; Tensile testing; Thermodynamics; Dissimilar; Effective heat of formation; Friction stir; High strain rate deformation; Intermetallic compound layer; Lap-shear testing; Micro-structural characterization; Welded interface; Aluminum alloys; Machine learning,Journal,,Full Paper,Yes,Editor 3,Editor 4
188,"Goode T., Shoemaker G., Schultz S., Peters K., Pankow M.",Soft body armor time-dependent back face deformation (BFD) with ballistics gel backing,"ASEE Annual Conference and Exposition, Conference Proceedings",220,,Armor; Deformation; High speed cameras; Projectiles; Areal densities; Ballistic fabric; Ballistic impact; Body armors; Face deformations; Impact behavior; Soft body armor; Test parameters; Aramid fibers; Machine learning,Conference,Workshop,Demo Paper,Yes,Chair 7,Chair 8
189,Lawson J.,Phase II monitoring of variability using Cusum and EWMA charts with individual observations,Proceedings of the ASME Design Engineering Technical Conference,31,,Flowcharting; Graphic methods; Process control; Statistics; Average run lengths; Average time to signal; Cusum; EWMA; Phase II monitoring; Process Variability; Shewhart control charts; variability; Control charts; Databases,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
190,"Nielsen J., Beard R.",Relative moving target tracking and circumnavigation,IEEE Transactions on Antennas and Propagation,,2019-July,Machine learning,Journal,,Short Paper,Yes,Editor 1,Editor 2
191,"Wynn J.S., McLain T.W.",Visual servoing with feed-forward for precision shipboard landing of an autonomous multirotor,IEEE Transactions on Nuclear Science,,2019-July,Machine learning,Journal,,Full Paper,Yes,Editor 3,Editor 4
192,"Bidstrup C.C., Moore J.J., Peterson C.K., Beard R.W.",Tracking multiple vehicles constrained to a road network from a uav with sparse visual measurements,Proceedings of the ASME Design Engineering Technical Conference,2019-July,,Machine learning,Conference,Regular Conference,Short Paper,Yes,Chair 1,Chair 2
193,"Woodbury N., Warnick S.",Abstractions and realizations of dynamic networks,International Journal of Heat and Mass Transfer,,2019-July,Machine learning,Journal,,Full Paper,Yes,Editor 5,Editor 6
194,"Wood A.E., Mattson C.A.",Quantifying the effects of various factors on the utility of design ethnography in the developing world,"ASEE Annual Conference and Exposition, Conference Proceedings",30,,Developing countries; Design ethnographies; Developing world; Global development; Low resource; Poverty alleviation; Resource-poor; Product design; Databases,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
195,"Keller A.M., Wirthlin M.J.",Single-Event Characterization of a Stratix® 10 FPGA Using Neutron Irradiation,Proceedings of SPIE - The International Society for Optical Engineering,2019-July,,Computer control systems; Field programmable gate arrays (FPGA); Neutron scattering; Radiation effects; Radiation hardening; Static random access storage; Configuration memory; Data collection system; Large-scale deployment; Memory blocks; Neutron cross sections; New York city; Single event characterization; Single event upsets; Neutron irradiation,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
