Source title,Year,Type,Edition,Authors_list,TitleID,Title,Decision,Approval,Reviewer,Review_Text,Who_Assign
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Badger J.C.', ' Nelson T.G.', ' Lang R.J.', ' Halverson D.M.', ' Howell L.L.']",201,Normalized Coordinate Equations and an Energy Method for Predicting Natural Curved-Fold Configurations,1,Yes, Seamons K.,Sound Work,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Badger J.C.', ' Nelson T.G.', ' Lang R.J.', ' Halverson D.M.', ' Howell L.L.']",201,Normalized Coordinate Equations and an Energy Method for Predicting Natural Curved-Fold Configurations,1,Yes, Warnick K.F.,Excellent,Chair 8
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Guo C.', ' Maynes D.', ' Crockett J.', ' Zhao D.']",202,Heat transfer to bouncing droplets on superhydrophobic surfaces,1,Yes, Howell L.L.,Innovative Idea,Editor 2
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Guo C.', ' Maynes D.', ' Crockett J.', ' Zhao D.']",202,Heat transfer to bouncing droplets on superhydrophobic surfaces,1,Yes, Schmidt H.,Great,Editor 1
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Guo C.', ' Maynes D.', ' Crockett J.', ' Zhao D.']",202,Heat transfer to bouncing droplets on superhydrophobic surfaces,1,Yes, Rice M.,Fantastic,Editor 2
International Journal of Heat and Mass Transfer,2019,Journal,,['Ridge S.T.'],203,"Relationships between footwear, foot structure, and foot muscle strength",0,No, Hawkins A.R.,Need Improvement,Editor 6
International Journal of Heat and Mass Transfer,2019,Journal,,['Ridge S.T.'],203,"Relationships between footwear, foot structure, and foot muscle strength",0,No, Schmidt H.,Need Improvement,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,['Ridge S.T.'],203,"Relationships between footwear, foot structure, and foot muscle strength",1,No, Seamons K.,Sound Work,Editor 5
Geotechnical Special Publication,2019,Journal,,"['McLeod A.R.', ' Hunter I.', ' Bruening D.', ' Johnson A.W.', ' Remund K.']",204,Running shoe optimal stiffness and speed,1,Yes, Howell L.L.,Great,Editor 7
Geotechnical Special Publication,2019,Journal,,"['McLeod A.R.', ' Hunter I.', ' Bruening D.', ' Johnson A.W.', ' Remund K.']",204,Running shoe optimal stiffness and speed,1,Yes, Rice M.,Sound Work,Editor 8
Geotechnical Special Publication,2019,Journal,,"['McLeod A.R.', ' Hunter I.', ' Bruening D.', ' Johnson A.W.', ' Remund K.']",204,Running shoe optimal stiffness and speed,1,Yes, Ning A.,Sound Work,Editor 7
International Journal of Heat and Mass Transfer,2019,Journal,,"['Hammond A.M.', ' Potokar E.', ' Camacho R.M.']",205,Accelerating silicon photonic parameter extraction using artificial neural networks,1,Yes, Zappala D.,Sound Work,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Hammond A.M.', ' Potokar E.', ' Camacho R.M.']",205,Accelerating silicon photonic parameter extraction using artificial neural networks,1,Yes, Fletcher T.H.,Great,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Hammond A.M.', ' Potokar E.', ' Camacho R.M.']",205,Accelerating silicon photonic parameter extraction using artificial neural networks,0,Yes, Magleby S.P.,Need Improvement,Editor 6
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Liu F.C.', ' Nelson T.W.', ' McCracken S.L.']",206,Effect of Post-weld Heat Treatment on Microstructure and Mechanical Properties of Dissimilar Metal Weld Used in Power Plants,1,Yes, Fletcher T.H.,Sound Work,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Liu F.C.', ' Nelson T.W.', ' McCracken S.L.']",206,Effect of Post-weld Heat Treatment on Microstructure and Mechanical Properties of Dissimilar Metal Weld Used in Power Plants,1,Yes, Warnick K.F.,Nice Findings,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Liu F.C.', ' Nelson T.W.', ' McCracken S.L.']",206,Effect of Post-weld Heat Treatment on Microstructure and Mechanical Properties of Dissimilar Metal Weld Used in Power Plants,0,Yes, Rice M.,Need Major Revision,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Li X.', ' Sederberg T.W.']",207,S-splines: A simple surface solution for IGA and CAD,0,Yes, Fletcher T.H.,Need Improvement,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Li X.', ' Sederberg T.W.']",207,S-splines: A simple surface solution for IGA and CAD,1,Yes, Hawkins A.R.,Great,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Li X.', ' Sederberg T.W.']",207,S-splines: A simple surface solution for IGA and CAD,1,Yes, Magleby S.P.,Innovative Idea,Chair 1
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Adams D.W.', ' Fullwood D.T.', ' Wagoner R.H.', ' Homer E.R.']",208,Atomistic survey of grain boundary-dislocation interactions in FCC nickel,1,Yes, Magleby S.P.,Innovative Idea,Editor 2
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Adams D.W.', ' Fullwood D.T.', ' Wagoner R.H.', ' Homer E.R.']",208,Atomistic survey of grain boundary-dislocation interactions in FCC nickel,1,Yes, Rice M.,Sound Work,Editor 2
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Adams D.W.', ' Fullwood D.T.', ' Wagoner R.H.', ' Homer E.R.']",208,Atomistic survey of grain boundary-dislocation interactions in FCC nickel,1,Yes, Ning A.,Great,Editor 2
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Saftner D.A.', ' Farnsworth C.B.', ' Retherford J.']",209,Lowman's model goes back to the movies,1,Yes, Rice M.,Awesome,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Saftner D.A.', ' Farnsworth C.B.', ' Retherford J.']",209,Lowman's model goes back to the movies,1,Yes, Seamons K.,Sound Work,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Saftner D.A.', ' Farnsworth C.B.', ' Retherford J.']",209,Lowman's model goes back to the movies,1,Yes, Hawkins A.R.,Nice Findings,Chair 9
IEEE Transactions on Nuclear Science,2019,Journal,,"['Okeson T.J.', ' Barrett B.J.', ' Arce S.', ' Vernon C.A.', ' Franke K.W.', ' Hedengren J.D.']",210,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,1,Yes, Hawkins A.R.,Excellent,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Okeson T.J.', ' Barrett B.J.', ' Arce S.', ' Vernon C.A.', ' Franke K.W.', ' Hedengren J.D.']",210,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,1,Yes, Ning A.,Innovative Idea,Editor 4
IEEE Transactions on Nuclear Science,2019,Journal,,"['Okeson T.J.', ' Barrett B.J.', ' Arce S.', ' Vernon C.A.', ' Franke K.W.', ' Hedengren J.D.']",210,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,1,Yes, Schmidt H.,Excellent,Editor 4
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Willis J.', ' Derricott J.', ' Peterson C.', ' Hedengren J.', ' Franke K.']",211,"Disaster reconnaissance using multiple small unmanned aerial vehicles""",1,Yes, Fletcher T.H.,Excellent,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Willis J.', ' Derricott J.', ' Peterson C.', ' Hedengren J.', ' Franke K.']",211,"Disaster reconnaissance using multiple small unmanned aerial vehicles""",1,Yes, Ning A.,Fantastic,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Willis J.', ' Derricott J.', ' Peterson C.', ' Hedengren J.', ' Franke K.']",211,"Disaster reconnaissance using multiple small unmanned aerial vehicles""",1,Yes, Hawkins A.R.,Nice Findings,Chair 9
Geotechnical Special Publication,2019,Journal,,"['Allen B.C.', ' Charles S.K.']",212,EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,1,Yes, Magleby S.P.,Nice Findings,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Allen B.C.', ' Charles S.K.']",212,EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,1,Yes, Warnick K.F.,Fantastic,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Allen B.C.', ' Charles S.K.']",212,EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,1,Yes, Salmon J.L.,Innovative Idea,Editor 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Ellingson J.', ' Ellingson G.', ' McLain T.']",213,Deep RC: Enabling remote control through deep learning,1,Yes, Magleby S.P.,Great,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Ellingson J.', ' Ellingson G.', ' McLain T.']",213,Deep RC: Enabling remote control through deep learning,0,Yes, Schmidt H.,Need Major Revision,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Ellingson J.', ' Ellingson G.', ' McLain T.']",213,Deep RC: Enabling remote control through deep learning,1,Yes, Howell L.L.,Great,Chair 7
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Jain P.', ' Peterson C.K.']",214,Encirclement of moving targets using relative range and bearing measurements,1,Yes, Rice M.,Great,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Jain P.', ' Peterson C.K.']",214,Encirclement of moving targets using relative range and bearing measurements,1,Yes, Fletcher T.H.,Nice Findings,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Jain P.', ' Peterson C.K.']",214,Encirclement of moving targets using relative range and bearing measurements,0,Yes, Schmidt H.,Need Improvement,Chair 2
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Farrell M.', ' Jackson J.', ' Nielsen J.', ' Bidstrup C.', ' McLain T.']",215,Error-state LQR control of a multirotor UAV,0,No, Warnick K.F.,Need Improvement,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Farrell M.', ' Jackson J.', ' Nielsen J.', ' Bidstrup C.', ' McLain T.']",215,Error-state LQR control of a multirotor UAV,0,No, Magleby S.P.,Need Improvement,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Farrell M.', ' Jackson J.', ' Nielsen J.', ' Bidstrup C.', ' McLain T.']",215,Error-state LQR control of a multirotor UAV,1,No, Schmidt H.,Great,Chair 8
IEEE Transactions on Nuclear Science,2019,Journal,,"['Wynn J.S.', ' McLain T.W.']",216,Visual servoing for multirotor precision landing in daylight and after-dark conditions,1,Yes, Salmon J.L.,Great,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Wynn J.S.', ' McLain T.W.']",216,Visual servoing for multirotor precision landing in daylight and after-dark conditions,1,Yes, Rice M.,Great,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Wynn J.S.', ' McLain T.W.']",216,Visual servoing for multirotor precision landing in daylight and after-dark conditions,1,Yes, Warnick K.F.,Sound Work,Editor 3
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Simons T.', ' Lee D.-J.']",217,A review of binarized neural networks,1,Yes, Seamons K.,Innovative Idea,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Simons T.', ' Lee D.-J.']",217,A review of binarized neural networks,1,Yes, Fletcher T.H.,Sound Work,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Simons T.', ' Lee D.-J.']",217,A review of binarized neural networks,1,Yes, Warnick K.F.,Great,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Hutchings N.', ' Long D.G.']",218,Improved Ultrahigh-Resolution Wind Retrieval for RapidScat,1,Yes, Warnick K.F.,Excellent,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Hutchings N.', ' Long D.G.']",218,Improved Ultrahigh-Resolution Wind Retrieval for RapidScat,0,Yes, Magleby S.P.,Need Improvement,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Hutchings N.', ' Long D.G.']",218,Improved Ultrahigh-Resolution Wind Retrieval for RapidScat,1,Yes, Schmidt H.,Nice Findings,Chair 1
Optics InfoBase Conference Papers,2019,Conference,3.0,['Long D.G.'],219,Scatterometer Backscatter Imaging Using Backus-Gilbert Inversion,1,Yes, Warnick K.F.,Innovative Idea,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,['Long D.G.'],219,Scatterometer Backscatter Imaging Using Backus-Gilbert Inversion,1,Yes, Schmidt H.,Great,Chair 4
Optics InfoBase Conference Papers,2019,Conference,3.0,['Long D.G.'],219,Scatterometer Backscatter Imaging Using Backus-Gilbert Inversion,0,Yes, Ning A.,Need Improvement,Chair 4
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Dutson J.', ' Allen D.', ' Eggett D.', ' Seamons K.']",220,Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,0,Yes, Rice M.,Need Improvement,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Dutson J.', ' Allen D.', ' Eggett D.', ' Seamons K.']",220,Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,1,Yes, Schmidt H.,Excellent,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Dutson J.', ' Allen D.', ' Eggett D.', ' Seamons K.']",220,Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,1,Yes, Zappala D.,Sound Work,Chair 5
Geotechnical Special Publication,2019,Journal,,"['Akagi J.', ' Moon B.', ' Chen X.', ' Peterson C.K.']",221,Gesture commands for controlling high-level UAV behavior,1,Yes, Ning A.,Nice Findings,Editor 8
Geotechnical Special Publication,2019,Journal,,"['Akagi J.', ' Moon B.', ' Chen X.', ' Peterson C.K.']",221,Gesture commands for controlling high-level UAV behavior,0,Yes, Howell L.L.,Need Improvement,Editor 8
Geotechnical Special Publication,2019,Journal,,"['Akagi J.', ' Moon B.', ' Chen X.', ' Peterson C.K.']",221,Gesture commands for controlling high-level UAV behavior,1,Yes, Salmon J.L.,Innovative Idea,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Robles V.D.', ' Baker M.J.']",222,Using case-method pedagogy to facilitate audience awareness,1,Yes, Salmon J.L.,Nice Findings,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Robles V.D.', ' Baker M.J.']",222,Using case-method pedagogy to facilitate audience awareness,0,Yes, Schmidt H.,Need Major Revision,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Robles V.D.', ' Baker M.J.']",222,Using case-method pedagogy to facilitate audience awareness,1,Yes, Rice M.,Great,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Khajah T.', ' Villamizar V.']",223,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,0,Yes, Hawkins A.R.,Need Improvement,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Khajah T.', ' Villamizar V.']",223,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,1,Yes, Ning A.,Innovative Idea,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Khajah T.', ' Villamizar V.']",223,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,1,Yes, Howell L.L.,Nice Findings,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Blackburn L.', ' Young A.', ' Rogers P.', ' Hedengren J.', ' Powell K.']",224,Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,1,Yes, Fletcher T.H.,Great,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Blackburn L.', ' Young A.', ' Rogers P.', ' Hedengren J.', ' Powell K.']",224,Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,0,Yes, Howell L.L.,Need Improvement,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Blackburn L.', ' Young A.', ' Rogers P.', ' Hedengren J.', ' Powell K.']",224,Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,1,Yes, Zappala D.,Innovative Idea,Editor 7
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Sarić A.T.', ' Transtrum M.K.', ' Stanković A.M.']",225,Data classification and parameter identification in power systems by manifold learning,1,Yes, Fletcher T.H.,Excellent,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Sarić A.T.', ' Transtrum M.K.', ' Stanković A.M.']",225,Data classification and parameter identification in power systems by manifold learning,0,Yes, Hawkins A.R.,Need Improvement,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Sarić A.T.', ' Transtrum M.K.', ' Stanković A.M.']",225,Data classification and parameter identification in power systems by manifold learning,1,Yes, Ning A.,Nice Findings,Chair 6
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Ziaee M.', ' Hershman R.', ' Mahmood A.', ' Crane N.B.']",226,Fabrication of demineralized bone matrix/polycaprolactone composites using large area projection sintering (LAPS),1,Yes, Fletcher T.H.,Great,Chair 4
