Author_Name,Affiliation
Moss H.,"MRC Centre for Neuropsychiatric Genetics and Genomics, Division of Psychological Medicine and Clinical Neurosciences, Cardiff University, Cardiff, United Kingdom"
Moss N.D.,"CReSTIC Laboratory EA3804, University of Reims Champagne-Ardenne, France"
Mudunuru M.,"Los Alamos National Laboratory, United States"
Mueller T.,"Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD  21218, United States"
Muir R.,"Principal Faculty, Myers-Lawson School of Construction, Virginia Polytechnic Institute and State University, Blacksburg, VA  24061, United States"
Mulford R.B.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Munro T.,"Department of Mechanical Engineering, Brigham Young University, 435 Crabtree Building, Provo, UT  84602, United States, Department of Mechanical and Aerospace Engineering, Utah State University, 4130 Old Main Hill, Logan, UT  84322, United States, Department of Physics and Astronomy, KU Leuven, Celestijnenlaan 200D, Heverlee, B-3001, Belgium"
Murphy C.,"Sackler Institute for Translational Neurodevelopment, Department of Forensic and Neurodevelopmental Sciences, King's College London, Institute of Psychiatry, Psychology and Neuroscience, London, United Kingdom"
Murphy D.,"Sackler Institute for Translational Neurodevelopment, Department of Forensic and Neurodevelopmental Sciences, King's College London, Institute of Psychiatry, Psychology and Neuroscience, London, United Kingdom"
Murroni M.,"University of Cagliari, Cagliari, Italy"
Myers S.J.,"Microbiology & Molecular Biology, Brigham Young University, Provo, UT, United States"
Nabulsi N.,"Department of Mechanical Engineering, University of Houston, Houston, TX  77204-4006, United States"
Naidoo J.S.,"Department of Management, University of Alabama, Tuscaloosa, AL  35487, United States"
Nascimento M.R.,"Civil Engineering Department, Catholic University of Santa Catarina, Joinville, Brazil"
Nash C.,"Brigham Young University, Provo, UT, United States"
Nash R.,"Department of Public Health, Brigham Young University, Provo, UT, United States"
Navrotsky A.,"Peter A. Rock Thermochemistry Laboratory and NEAT ORU, University of California Davis, Davis, CA  95616, United States"
Naylor T.A.,"Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Neff C.,"Fuzes Branch, Munitions Directorate, Air Force Research Laboratory, Eglin AFB, FL, United States"
Neilsen T.B.,"Brigham Young University, Provo, UT  84602, United States, Dept. of Physics and AstronomyN283 ESC, Canada"
Nelsen B.W.,"Brigham Young University, United States"
Nelson J.A.D.,"Department of Chemical Engineering, Brigham Young University, Provo, UT, United States"
Nelson K.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Nelson M.C.,"Microbiology & Molecular Biology, Brigham Young University, Provo, UT, United States"
Nelson N.,"Applied and Computational Mathematics, Brigham Young University, Provo, UT, United States"
Nelson T.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Nelson T.G.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Nelson T.W.,"Department of mechanical of mechanical engineering, Brigham Young University, 435 CTB, Provo, UT  84602, United States"
Neupane A.,"Brigham Young University, United States"
Nevers D.R.,"Department of Chemical Engineering, Brigham Young University, 350 CB, Provo, UT  84602, United States"
Newcomb J.E.,"Brigham Young University, Department of Mechanical Engineering, Provo, UT  84602, United States"
Newsome M.R.,"Michael E. DeBakey Veterans Affairs Medical Center, Houston, TX, United States, Department of Physical Medicine and Rehabilitation, Baylor College of Medicine, Houston, TX, United States"
Newton M.,"Sciperio Inc., Orlando, FL, United States"
Ng Y.-K.,"Brigham Young University Provo, Computer Science Department Computer Science Department, Utah, 84602, United States"
Ngo K.,"Department of Construction Science and Management, Clemson University, Clemson, SC, United States"
Nguyen T.,"Hayward Baker, Incorporated, 1780 Lemonwood Dr., Santa Paula, CA  93060, United States"
Nguyen V.,"Roseman University of Health Sciences, College of Dental Medicine, South Jordan, UT  84095, United States"
Ni Q.,"Mechanical Engineering Department, University of South Florida, Tampa, FL  33620, United States"
Ni R.,"Pennsylvania State University, State College, PA, United States"
Nickerl A.,"Department of Electrical and Computer Engineering, Brigham Young UniversityUT, United States"
Nicks J.,"Federal Highway Administration, 6300 Georgetown Pike, McLean, VA  22101-2296, United States"
Niedfeldt P.C.,"Electrical and Computer Engineering Department, Brigham Young University, Provo, UT  84602, United States"
Nielsen J.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Nielson M.,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States"
Niezgoda S.,"Ohio State University, Materials Science and Engineering, Columbus, OH  43210, United States"
Nikolov I.,"Elettra-Sincrotrone Trieste S.C.pA., S.S. 14km 163 5 in Area Science Park Basovizza, Trieste, 34149, Italy"
Ning A.,"BYU Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Nir T.,"Imaging Genetics Center, Mark and Mary Stevens Neuroimaging and Informatics Institute Keck, School of Medicine, University of Southern California, Marina del Rey, CA, United States"
Nittala S.,"Purdue University, School of Engineering Education at Purdue, West Lafayette, United States"
Nixon C.A.,"NASA Goddard Space Flight Center, Greenbelt, MD, United States"
Nmira F.,"Direction R & D EDF, 6 quai Watier, Chatou, 78400, France"
Noble M.,"L3 Technologies, New York, NY, United States"
Noble P.,"Institut de Mathématiques de Toulouse, Toulouse, France"
Nordin G.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Nordin G.P.,"Brigham Young University, Provo, UT, United States"
Norman K.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Noronha D.H.,"University of British Columbia, United States"
Nowell M.W.,"EDAX, United States"
Noyce S.G.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Nussbaum J.,"Department of Mechanical Engineering, University of South Florida, Tampa, FL  33612, United States, Oak Ridge National Laboratory, Oak Ridge, TN  37830, United States"
Nuttall J.R.,"Brigham Young University, Dept. of Physics and Astronomy, Provo, UT, United States"
Nybø R.,"SINTEF Petroleum Research, Norway"
Nygaard E.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Nysetvold T.B.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Nyshadham C.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
O'Malley D.,"Los Alamos National Laboratory, United States, University of Maryland, Baltimore County, United States"
O'Neill M.,"Sandia National Laboratories, United States"
Oara C.,"Automatic Control and Systems Engineering Department, University politehnica Bucharest, Bucharest, 024074, Romania"
Ochsner S.,"Brigham Young University, United States"
Oesterle B.,"Institute for Structural Mechanics, University of Stuttgart, Stuttgart, Germany"
Oettle N.K.,"AECOM, San Jose, CA, United States"
Oevermann M.,"Chalmers University, Gothenburg, Sweden"
Ogbeibu S.,"Curtin University, Faculty of Business, CDT 250, Miri, Sarawak  98009, Malaysia"
Ogles B.,"Brigham Young University, Provo, UT  84601, United States"
Oh S.K.,"Department of Mechanical Engineering, University of Houston, Houston, TX  77204-4006, United States, Advanced Manufacturing Institute (AMI), University of Houston, Houston, TX  77204, United States, Texas Center for Superconductivity at UH (TcSUH), University of Houston, Houston, TX  77204, United States"
Ohara Y.,"Department of Materials Processing, Tohoku University, Sendai, 980-8579, Japan"
Okamoto K.,"Dept. of Advanced Energy, Graduate School of Frontier Sciences, The University of Tokyo, Kashiwa, Chiba  277-8561, Japan"
Okeson T.J.,"Department of Chemical Engineering, Ira A. Fulton College of Engineering and Technology, Brigham Young University, 350 Clyde Building, Provo, UT  84602, United States"
Okunuki T.,"Dept. of Aeronautics and Astronautics, Graduate School of Engineering, The University of Tokyo, Bunkyo, Tokyo  113-8656, Japan"
Oldroyd J.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Oliphant K.,"Concepts NRECVT  05001, United States"
Oliveira P.M.,"INESC TEC, Department of Engineering, Universidade de Trás-os-Montes e Alto Douro, UTAD, Vila Real, 5001-801, Portugal"
Olsen C.R.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Olsen J.,"Brigham Young University, United States"
Olsen M.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Olsen M.H.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Oman K.G.,"Department of Mechanical and Aerospace Engineering, North Carolina State University, Raleigh, NC  27695, United States"
Ong J.,"Brigham Young University, United States"
Opra J.,"Optisys LLC, West Jordan, UT, United States"
Orfila M.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Orgel C.,"Institute of Geological Sciences, Planetary Sciences and Remote Sensing, Freie Universität Berlin, Germany"
Orme A.,"Mechanical Engineering, Brigham Young University, 435 CTB, Provo, UT  84602, United States"
Orme A.D.,"BYU Turbomachinery Research Laboratory, Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Orr J.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Ottosson H.,"Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Ottosson H.J.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Owen M.,"MRC Centre for Neuropsychiatric Genetics and Genomics, Division of Psychological Medicine and Clinical Neurosciences, Cardiff University, Cardiff, United Kingdom"
Owens T.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Ozcelik D.,"School of Engineering, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA  95064, United States"
O’Neill M.,"Brigham Young University, United States"
O’Toole N.,"Kurt J. Lesker Company, Jefferson Hills, PA  15025, United States"
Pack A.T.,"Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Packer R.,"Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Page L.,"Department of Phys and Astronomy, Brigham Young University, Provo, UT, United States"
Paillou P.,"Observatoire Aquitain des Sciences de l'Univers, Universite de Bordeaux, Floirac, France"
Pallares J.,"Departament d'Enginyeria Mecànica, Universitat Rovira i Virgili, Av. Països Catalans, 26, Tarragona, 43007, Spain"
Palma L.,"Brigham Young University, Museum of Art, United States"
Palmer A.,"Nuffield Department of Orthopaedics, Rheumatology and Musculoskeletal Sciences, University of Oxford, United Kingdom"
Palmer J.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, Los Alamos National Laboratories, Los Alamos, NM  87545, United States"
Palomba E.,"Smithsonian Institution, National Air and Space Museum, Center for Earth and Planetary Studies, Washington, DC, United States"
Pan Z.,"Department of Mechanical and Aerospace Engineering, Utah State University, Logan, UT  84322, United States"
Pankow M.,"North Carolina State University, Department of Mechanical and Aerospace Engineering, Raleigh, NC  27695, United States"
Parate K.,"Mechanical Engineering Department, Iowa State University, Ames, IA  50011, United States"
Parent J.R.,"Department of Natural Resources and the Environment, University of Connecticut, United States"
Parish W.,"Magnetic Research Inc., 3152 N University Ave #50, Provo, UT  84604, United States"
Park C.-H.,"Department of Polymers and Composites Technology & Mechanical Engineering, IMT Lille Douai, France"
